Noun,A+N,F+N,all+N,O-Den,Bare Singular,Bare Plural,Non-Denumerators,a/an,number,digits,plural numeral,approximative,comparative,round numbers,imprecise quantifier,precise quantifier,non denumerating quantifier,measure,non quantificational,partitive,the,N/A,Celex_Countable,Celex_Uncountable,Noun Count,Plural Noun Percentage
incendiarism,0.333333333,0,0,0,0.867,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,1,45,0
incendiary,0,0,0,0,0,0.692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,17,0.765
incense,0.106382979,0.010638298,0,0.042553191,0.61,0,0.840425532,0.095744681,0.021276596,0,0,0,0,0,0.010638298,0.031914894,0,0,0.106382979,0,0.734042553,0,0,1,571,0
incentive,0.473659674,0.024708625,0,0.055011655,0.11,0.426,0.442890443,0.468531469,0.010722611,0.003729604,0,0,0,0.0004662,0.024242424,0.046153846,0,0,0.082051282,0,0.360839161,0.003263403,1,1,6355,0.555
inception,0.005882353,0,0,0,0.07,0,0.970588235,0.005882353,0,0,0,0,0,0,0,0,0,0,0.005882353,0,0.964705882,0.023529412,1,0,816,0.001
incertitude,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
incest,0,0,0,0.111111111,0.601,0,0.888888889,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0.888888889,0,0,1,334,0.009
inch,0.159977547,0.093834783,0,0.584713257,0.056,0.134,0.023482084,0.129666012,0.174010665,0.402376275,0.000187108,0.004958368,0.011787819,0.000374216,0.072785106,0.053700065,0.000187108,0.007390776,0.003835719,0,0.012068482,0.12667228,1,0,13920,0.68
incidence,0.187803188,0.001386001,0,0.007623008,0.167,0.037,0.795564796,0.187110187,0.002079002,0.003465003,0,0,0,0,0.001386001,0.002772003,0,0,0.008316008,0,0.787248787,0.007623008,0,0,2257,0.052
incident,0.19897859,0.027892359,0.00039285,0.111962286,0.074,0.189,0.635042231,0.174818307,0.056963269,0.022785307,0.00117855,0.000196425,0.0007857,0.000589275,0.026124533,0.056570418,0,0.00039285,0.124337065,0,0.509919466,0.024945983,1,0,7467,0.334
incidental,0,0,0,0.166666667,0,0.393,0.833333333,0,0,0,0,0,0,0,0,0.166666667,0,0,0.166666667,0,0.666666667,0,0,0,29,0.966
incineration,0.047619048,0,0,0.142857143,0.798,0,0.761904762,0.047619048,0,0.095238095,0,0,0,0,0,0.047619048,0,0,0.047619048,0,0.714285714,0.047619048,0,1,288,0
incinerator,0.318627451,0.014705882,0,0.112745098,0.07,0.351,0.534313725,0.318627451,0.053921569,0.039215686,0,0,0.004901961,0,0.004901961,0.019607843,0,0,0.019607843,0,0.514705882,0.019607843,1,0,521,0.447
incipience,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0
incision,0.46130031,0.00619195,0,0.052631579,0.117,0.145,0.479876161,0.452012384,0.049535604,0.003095975,0,0,0,0,0.00619195,0.009287926,0,0,0.015479876,0,0.464396285,0,1,1,544,0.248
incisor,0.4,0,0,0.075,0.02,0.263,0.525,0.35,0.075,0,0,0,0,0,0,0.05,0,0,0.075,0,0.425,0,1,0,104,0.692
incitement,0.473684211,0,0,0.157894737,0.512,0.025,0.368421053,0.473684211,0,0.052631579,0,0,0,0,0,0.105263158,0,0,0.052631579,0,0.315789474,0,1,1,83,0.084
incivility,0.166666667,0,0,0,0.615,0.026,0.833333333,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,0,1,1,41,0.024
inclemency,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0
inclination,0.334916865,0.002375297,0,0.059382423,0.143,0.076,0.603325416,0.332541568,0.007125891,0,0,0,0,0,0.002375297,0.054631829,0,0,0.123515439,0,0.479809976,0,1,1,1044,0.248
incline,0.359848485,0,0,0.018939394,0.075,0.063,0.617424242,0.356060606,0.011363636,0.011363636,0,0,0,0,0,0,0,0,0.041666667,0,0.575757576,0.003787879,1,0,361,0.089
inclusion,0.017367459,0.000914077,0,0.006398537,0.455,0.008,0.972577697,0.017367459,0.000914077,0.001828154,0,0,0,0,0.000914077,0.003656307,0,0,0.021023766,0,0.951553931,0.00274223,0,1,3072,0.016
incognito,0.142857143,0,0,0.428571429,0.722,0,0.285714286,0.142857143,0,0.285714286,0,0,0,0,0,0.142857143,0,0,0.142857143,0,0.142857143,0.142857143,0,0,44,0
incoherence,0.243902439,0,0,0,0.43,0.018,0.756097561,0.243902439,0,0,0,0,0,0,0,0,0,0,0.146341463,0,0.609756098,0,0,1,115,0.026
income,0.325912734,0.005788068,0.014247551,0.02983081,0.461,0.097,0.585930543,0.31522707,0.024042743,0.00890472,0,0,0,0,0.005788068,0.008014248,0,0.007123776,0.086375779,0,0.492430988,0.052092609,1,1,15558,0.11
income-tax,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,66,0
incomparability,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
incompatibility,0.204301075,0,0,0.032258065,0.265,0.133,0.76344086,0.204301075,0,0,0,0,0,0,0,0.032258065,0,0,0.11827957,0,0.64516129,0,1,1,216,0.19
incompetence,0.071428571,0.014285714,0,0,0.493,0,0.9,0.071428571,0,0,0,0,0,0,0.014285714,0,0,0,0.057142857,0,0.842857143,0.014285714,0,1,511,0.004
incompetency,0,0,0,0,0.37,0.037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30,0.3
incompetent,0,0.333333333,0,0.111111111,0,0.517,0.555555556,0,0.111111111,0,0,0,0,0,0.333333333,0,0,0,0,0,0.555555556,0,0,0,29,0.966
incompleteness,0.161290323,0,0,0,0.4,0,0.838709677,0.161290323,0,0,0,0,0,0,0,0,0,0,0.129032258,0,0.709677419,0,0,1,82,0
incomprehensibility,0.052631579,0,0,0,0.308,0,0.947368421,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0.947368421,0,0,1,39,0
incomprehension,0.333333333,0,0.111111111,0,0.6,0,0.666666667,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,1,96,0
inconceivability,0,0,0,0,0,0.333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0.333
inconclusiveness,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.75,0,0,1,7,0
incongruity,0.073170732,0.040650407,0,0.032520325,0.181,0.167,0.853658537,0.073170732,0,0,0,0,0,0,0.040650407,0.032520325,0,0,0.105691057,0,0.74796748,0,1,1,218,0.344
incongruousness,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0
inconsequence,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,1,6,0
inconsequentiality,0,0,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
inconsiderateness,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
inconsistency,0.150141643,0.036827195,0,0.107648725,0.123,0.276,0.699716714,0.147308782,0.011331445,0.008498584,0,0,0,0.002832861,0.033994334,0.09631728,0,0,0.260623229,0,0.439093484,0,1,1,871,0.536
inconspicuousness,0,0,0,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0
inconstancy,0,0,0,0,0.238,0,1,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.875,0,1,1,21,0.048
incontestability,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
incontinence,0.2,0,0,0,0.773,0,0.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2,0,1,242,0
inconvenience,0.367647059,0.011764706,0,0.020588235,0.189,0.072,0.597058824,0.361764706,0.005882353,0,0,0,0,0,0.011764706,0.020588235,0,0,0.161764706,0,0.435294118,0.002941176,1,1,581,0.176
incorporation,0.052785924,0,0,0.005865103,0.396,0.004,0.938416422,0.052785924,0.002932551,0,0,0,0,0,0,0.002932551,0,0,0.055718475,0,0.882697947,0.002932551,0,1,886,0.003
incorrectness,0,0,0,0,0.684,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,19,0
incorrigibility,0,0,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
incorruptibility,0,0,0,0,0.462,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13,0
increase,0.497762864,0.003914989,0.000186428,0.088180462,0.071,0.213,0.379474273,0.496271439,0.006338553,0.068046234,0,0.000652498,0.00093214,0.000745712,0.001584638,0.017897092,0,0.000186428,0.064783743,0,0.314410887,0.02805742,1,1,16953,0.277
incredibility,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
incredulity,0.166666667,0,0,0,0.669,0.006,0.833333333,0.166666667,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0.388888889,0,0,1,165,0.006
increment,0.292397661,0.011695906,0,0.216374269,0.038,0.553,0.397660819,0.280701754,0.052631579,0.128654971,0,0,0,0.005847953,0.005847953,0.070175439,0,0,0.035087719,0,0.362573099,0.058479532,1,1,488,0.668
incrimination,0,0,0,0,0.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0.143
incubation,0.272727273,0,0,0.181818182,0.703,0,0.545454545,0.272727273,0,0.181818182,0,0,0,0,0,0,0,0,0,0,0.545454545,0,0,1,208,0.005
incubator,0.583333333,0.006944444,0,0.048611111,0.067,0.266,0.361111111,0.576388889,0.027777778,0.006944444,0,0,0,0,0.006944444,0.020833333,0,0,0.034722222,0,0.326388889,0,1,0,308,0.312
incubus,0.545454545,0,0,0,0.417,0.042,0.454545455,0.545454545,0,0,0,0,0,0,0,0,0,0,0,0,0.454545455,0,1,0,30,0.033
inculcation,0.105263158,0,0,0,0.151,0.019,0.894736842,0.105263158,0,0,0,0,0,0,0,0,0,0,0.026315789,0,0.868421053,0,0,1,54,0.019
incumbency,0,0,0,0,0.641,0.031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,72,0.069
incumbent,0,0.078947368,0,0.427631579,0.018,0.608,0.460526316,0,0.328947368,0.078947368,0,0,0,0,0.078947368,0.019736842,0,0,0.078947368,0,0.381578947,0.032894737,1,0,486,0.907
incurable,0,0,0,0,0.333,0.333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0.667
incursion,0.206896552,0.004926108,0,0.108374384,0.054,0.272,0.655172414,0.206896552,0.009852217,0.009852217,0,0,0,0,0.004926108,0.088669951,0,0,0.098522167,0,0.556650246,0.024630542,1,0,399,0.499
indebtedness,0.2,0,0,0,0.423,0,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0.657142857,0,0,1,186,0
indecency,0.111111111,0,0,0,0.732,0.037,0.888888889,0.111111111,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0.666666667,0,1,1,140,0.043
indecipherability,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0
indecision,0.08,0,0,0.04,0.614,0.009,0.88,0.08,0,0,0,0,0,0,0,0.04,0,0,0.2,0,0.68,0,0,1,226,0.013
indecisiveness,0,0,0,0,0.396,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,49,0
indecorousness,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
indecorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
indefiniteness,0.333333333,0,0,0,0.5,0,0.666666667,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,1,6,0
indelicacy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,0.2
indemnification,0,0,0,0,0.732,0,1,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0.714285714,0,1,1,55,0
indemnity,0.692307692,0,0,0,0.633,0.061,0.307692308,0.692307692,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0.230769231,0,1,1,83,0.036
indent,0.25,0,0,0.083333333,0,0.25,0.666666667,0.25,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,1,0,16,0.5
indentation,0.459854015,0.01459854,0,0.072992701,0.148,0.222,0.445255474,0.459854015,0.00729927,0.01459854,0,0,0,0,0.01459854,0.051094891,0,0,0.01459854,0,0.430656934,0.00729927,1,1,319,0.295
indenture,0,0.166666667,0,0,0.469,0,0.833333333,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0.833333333,0,1,0,43,0.116
independence,0.125925926,0,0.002962963,0.026666667,0.671,0,0.831111111,0.125925926,0.002962963,0.014814815,0,0,0,0,0,0.008888889,0,0,0.097777778,0,0.733333333,0.016296296,0,1,8078,0
independent,0.049792531,0.087136929,0,0.091286307,0.239,0.284,0.7593361,0.029045643,0.062240664,0.037344398,0,0,0.004149378,0.004149378,0.078838174,0.012448133,0,0,0.049792531,0,0.709543568,0.012448133,0,0,1904,0.204
indestructibility,0,0,0,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,1,8,0
indeterminacy,0.063492063,0.015873016,0,0.047619048,0.438,0.042,0.873015873,0.063492063,0,0,0,0,0,0,0.015873016,0.047619048,0,0,0.111111111,0,0.761904762,0,0,1,200,0.09
index,0.265647958,0.009991184,0.000587717,0.098442551,0.16,0.114,0.608874522,0.259183074,0.033499853,0.05201293,0,0,0.000293858,0,0.009697326,0.01968851,0,0,0.031736703,0,0.576843961,0.016749927,1,0,7165,0.17
indexer,0.5,0,0,0,0,0.231,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,13,0.462
india,0.215,0.005,0.005,0.365,0.736,0,0.335,0.2,0.02,0.32,0,0,0,0.005,0,0.04,0,0,0.065,0,0.27,0.08,0,0,10853,0
indiaman,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0
indian,0.287744227,0,0,0.01598579,0.312,0.007,0.690941385,0.285968028,0.001776199,0.001776199,0,0,0,0,0,0.014209591,0,0,0.012433393,0,0.678507993,0.005328597,1,0,3488,0.003
indication,0.521483492,0.014020805,0.001356852,0.089099955,0.157,0.183,0.371777476,0.487109905,0.040705563,0.003165988,0,0,0,0.000452284,0.013116237,0.080054274,0,0,0.229760289,0,0.142017187,0.003618272,1,1,3574,0.274
indicative,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0.75
indicator,0.438720399,0.034067304,0,0.18903199,0.024,0.358,0.334025758,0.412962194,0.094723722,0.029912754,0,0,0,0,0.034067304,0.090569173,0,0,0.061071874,0,0.272953885,0.003739094,1,0,4594,0.575
indictment,0.378078818,0.002463054,0,0.030788177,0.095,0.116,0.565270936,0.374384236,0.018472906,0.009852217,0.001231527,0,0,0,0.002463054,0.004926108,0,0,0.041871921,0,0.523399015,0.023399015,1,1,1276,0.216
indifference,0.288888889,0,0.004444444,0.008888889,0.506,0,0.693333333,0.288888889,0,0.004444444,0,0,0,0,0,0.004444444,0,0,0.142222222,0,0.551111111,0.008888889,0,1,1203,0
indigence,1,0,0,0,0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0
indigestion,0,0,0,0,0.741,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,126,0
indignation,0.137254902,0,0,0,0.588,0.002,0.862745098,0.137254902,0,0,0,0,0,0,0,0,0,0,0.235294118,0,0.62745098,0,0,1,521,0.004
indignity,0.087912088,0.021978022,0,0.043956044,0.086,0.147,0.840659341,0.076923077,0.010989011,0,0,0,0,0.005494505,0.016483516,0.043956044,0,0,0.071428571,0,0.769230769,0.005494505,1,1,281,0.441
indigo,0.379310345,0,0,0,0.69,0.004,0.586206897,0.379310345,0,0,0,0,0,0,0,0,0,0,0,0,0.586206897,0.034482759,0,1,419,0.005
indirectness,0.25,0,0,0,0.4,0,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,1,11,0
indiscipline,0,0,0,0,0.444,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.8,0,0,1,19,0
indiscretion,0.268292683,0,0,0.097560976,0.146,0.205,0.634146341,0.219512195,0.073170732,0,0,0,0,0,0,0.073170732,0,0,0.243902439,0,0.390243902,0,1,1,152,0.493
indispensability,0,0,0,0,0.143,0,1,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0.933333333,0,0,1,35,0
indisposition,0.25,0,0,0,0.333,0,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0.5,0,0.25,0,1,1,9,0
indissolubility,0,0,0,0,0.609,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,65,0
indistinctness,0,0,0,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0
individual,0.249351347,0.064775879,8.95E-05,0.225015657,0.014,0.541,0.436968775,0.234588888,0.057976201,0.029345978,0.003847186,0.000984164,0.002773553,0.00331037,0.055023709,0.152366467,0,8.95E-05,0.074617518,0,0.36181444,0.020756912,1,0,29290,0.736
individualism,0.259615385,0.009615385,0,0.019230769,0.702,0,0.692307692,0.259615385,0.009615385,0,0,0,0,0,0.009615385,0.009615385,0,0,0.144230769,0,0.548076923,0.019230769,0,1,870,0
individualist,0.487804878,0.048780488,0,0.12195122,0.114,0.488,0.341463415,0.487804878,0,0.024390244,0,0,0,0,0.048780488,0.097560976,0,0,0,0,0.341463415,0,1,0,184,0.38
individuality,0.132743363,0,0.008849558,0.053097345,0.511,0.004,0.814159292,0.132743363,0,0.026548673,0,0,0,0,0,0.026548673,0,0,0.07079646,0,0.743362832,0,1,1,816,0.015
individualization,0.071428571,0,0,0,0.635,0,0.857142857,0.071428571,0,0,0,0,0,0,0,0,0,0,0.214285714,0,0.642857143,0.071428571,0,1,79,0
indivisibility,0,0.045454545,0,0,0.205,0.026,0.954545455,0,0,0,0,0,0,0,0.045454545,0,0,0,0.045454545,0,0.909090909,0,0,1,48,0.062
indoctrination,0.12195122,0,0,0.024390244,0.634,0.004,0.853658537,0.12195122,0,0,0,0,0,0,0,0.024390244,0,0,0.268292683,0,0.585365854,0,0,1,310,0.01
indolence,0.333333333,0,0,0,0.535,0,0.666666667,0.333333333,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0.583333333,0,0,1,72,0
indonesia,0.121212121,0,0,0.242424242,0.716,0,0.393939394,0.121212121,0.03030303,0.181818182,0,0,0,0,0,0.03030303,0,0,0,0,0.393939394,0.242424242,0,0,2623,0
indonesian,0,0.4,0,0.2,0.1,0.6,0.4,0,0,0,0.2,0,0,0,0.4,0,0,0,0.4,0,0,0,1,1,24,0.333
inducement,0.53125,0.0234375,0,0.0703125,0.098,0.32,0.375,0.5234375,0.015625,0.0078125,0,0,0,0,0.0234375,0.0546875,0,0,0.046875,0,0.328125,0,1,1,282,0.496
induction,0.202898551,0.007246377,0,0.036231884,0.552,0.027,0.717391304,0.195652174,0.014492754,0.014492754,0,0,0,0.007246377,0,0.014492754,0,0,0.043478261,0,0.673913043,0.036231884,1,1,837,0.039
indulgence,0.556122449,0.025510204,0,0.030612245,0.261,0.122,0.382653061,0.505102041,0.06122449,0,0,0,0,0,0.025510204,0.020408163,0,0,0.096938776,0,0.285714286,0.005102041,1,1,513,0.195
industrialism,0,0,0,0,0.767,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,43,0
industrialist,0.338582677,0.11023622,0,0.062992126,0.062,0.42,0.480314961,0.322834646,0.039370079,0,0.007874016,0,0,0,0.11023622,0.039370079,0,0,0.05511811,0,0.42519685,0,1,0,381,0.63
industrialization,0.074626866,0,0,0.014925373,0.727,0,0.865671642,0.074626866,0,0.014925373,0,0,0,0,0,0,0,0,0.044776119,0,0.820895522,0.044776119,0,1,745,0
industriousness,0,0,0,0,0.408,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.75,0,0,1,50,0
industry,0.104225981,0.010327695,0.00072573,0.020376263,0.117,0.085,0.863171998,0.101378887,0.007480601,0.002400491,0.000334952,0.000111651,0.000111651,0.000279127,0.009825267,0.013230615,0,0,0.035058338,0,0.82811366,0.001674761,1,1,31214,0.14
inebriate,0,0,0,0,0,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,1,0,8,0.75
inebriation,0.25,0,0,0,0.517,0,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,0,1,30,0
inedibility,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
ineffability,0.2,0,0,0,0.286,0,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,1,8,0
ineffectiveness,0,0,0,0,0.229,0,0.980392157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980392157,0.019607843,0,1,131,0
inefficiency,0.049180328,0.008196721,0,0.032786885,0.271,0.22,0.901639344,0.049180328,0.008196721,0,0,0,0,0,0.008196721,0.024590164,0,0,0.098360656,0,0.803278689,0.008196721,0,1,489,0.378
inelegance,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
ineligibility,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,22,0
ineptitude,0.035714286,0,0,0.071428571,0.329,0.006,0.892857143,0.035714286,0,0,0,0,0,0,0,0.071428571,0,0,0.035714286,0,0.857142857,0,1,1,162,0.012
ineptness,0,0,0,0,0.333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,36,0
inequality,0.081761006,0.009433962,0,0.094339623,0.474,0.168,0.808176101,0.078616352,0.009433962,0.022012579,0,0,0,0,0.009433962,0.06918239,0,0,0.116352201,0,0.691823899,0.003144654,1,1,2017,0.27
inequity,0.036649215,0.005235602,0,0.083769634,0.197,0.343,0.869109948,0.031413613,0.005235602,0,0,0,0,0,0.005235602,0.083769634,0,0,0.183246073,0,0.685863874,0.005235602,1,1,614,0.653
inertia,0.149122807,0,0,0,0.56,0,0.850877193,0.149122807,0,0,0,0,0,0,0,0,0,0,0.096491228,0,0.754385965,0,0,1,493,0.002
inertness,0,0,0,0,0.167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13,0
inessential,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
inevitability,0.18,0,0,0.008,0.276,0.003,0.812,0.176,0.008,0,0,0,0,0,0,0.004,0,0,0.036,0,0.776,0,0,1,410,0.01
inexactitude,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0.25
inexactness,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,1,0,4,0
inexorability,0.2,0,0,0,0.091,0,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,1,11,0.091
inexperience,0,0,0,0,0.323,0,0.961538462,0,0,0,0,0,0,0,0,0,0,0,0.038461538,0,0.923076923,0.038461538,0,1,231,0
inexplicability,0,0,0,0,0.091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,0
infallibility,0,0,0,0,0.664,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,110,0
infamy,0.166666667,0,0,0.111111111,0.632,0,0.666666667,0.166666667,0,0.111111111,0,0,0,0,0,0,0,0,0.166666667,0,0.5,0.055555556,1,1,128,0.023
infancy,0.037037037,0,0,0,0.477,0,0.925925926,0.037037037,0,0,0,0,0,0,0,0,0,0,0,0,0.925925926,0.037037037,1,1,673,0.006
infant,0.41863354,0.017391304,0,0.08757764,0.026,0.398,0.461490683,0.413664596,0.039751553,0.022360248,0.00310559,0.000621118,0.001242236,0.001863354,0.01242236,0.027329193,0,0,0.027950311,0,0.433540373,0.014906832,1,0,4823,0.42
infanticide,0.25,0.25,0,0,0.723,0.032,0.5,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0,1,97,0.062
infantilism,0,0,0,0,0.429,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,1,8,0
infantry,0.022801303,0.013029316,0,0.071661238,0.338,0.002,0.843648208,0.019543974,0.009771987,0.058631922,0.006514658,0,0,0,0.013029316,0,0,0,0.013029316,0,0.830618893,0.048859935,1,1,1131,0.001
infantryman,0.445544554,0.02970297,0,0.217821782,0.02,0.231,0.257425743,0.435643564,0.059405941,0.128712871,0.00990099,0,0,0.00990099,0.00990099,0.02970297,0,0,0.04950495,0,0.207920792,0.04950495,1,0,149,0.503
infatuation,0.448275862,0,0,0,0.271,0.023,0.551724138,0.431034483,0.017241379,0,0,0,0,0,0,0,0.017241379,0,0.120689655,0,0.413793103,0,1,1,218,0.046
infection,0.556944444,0.023611111,0.000694444,0.059027778,0.388,0.258,0.340972222,0.553472222,0.014583333,0.01875,0.001388889,0,0.001388889,0.00625,0.015972222,0.030555556,0,0.000694444,0.053472222,0,0.286111111,0.016666667,1,1,6001,0.322
infectiousness,0,0,0,0,0.455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,0
infelicity,0,0,0,0,0,0.375,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.8,0,1,1,8,0.625
inference,0.213450292,0.023391813,0,0.064327485,0.223,0.368,0.69005848,0.204678363,0.023391813,0.005847953,0,0,0,0,0.023391813,0.043859649,0,0,0.17251462,0,0.51754386,0.00877193,1,1,1106,0.458
inferior,0,0.111111111,0,0.111111111,0.049,0.469,0.777777778,0,0,0,0,0,0,0,0.111111111,0.111111111,0,0,0,0,0.777777778,0,1,0,85,0.882
inferiority,0.151515152,0,0,0,0.554,0.003,0.833333333,0.151515152,0,0,0,0,0,0,0,0,0,0,0.106060606,0,0.727272727,0.015151515,0,1,415,0.005
inferno,0.297777778,0,0,0.013333333,0.189,0.011,0.648888889,0.293333333,0.004444444,0.008888889,0,0,0,0,0,0.004444444,0,0,0.053333333,0,0.595555556,0.04,1,0,363,0.025
infertility,0.235294118,0,0,0,0.759,0,0.764705882,0.117647059,0.058823529,0.058823529,0,0,0,0,0,0,0,0,0.176470588,0,0.588235294,0,0,1,492,0
infestation,0.55,0,0,0.014285714,0.205,0.299,0.421428571,0.557142857,0.007142857,0,0,0,0,0,0,0.007142857,0,0,0.042857143,0,0.378571429,0.007142857,1,1,338,0.367
infidel,0.207920792,0,0,0.069306931,0.087,0.376,0.722772277,0.207920792,0.00990099,0.00990099,0,0,0,0,0,0.04950495,0,0,0.01980198,0,0.702970297,0,1,0,286,0.559
infidelity,0.111111111,0.027777778,0,0,0.565,0.025,0.861111111,0.111111111,0,0,0,0,0,0,0.027777778,0,0,0,0.111111111,0,0.75,0,1,1,609,0.094
infield,0.258474576,0,0,0.016949153,0.125,0.02,0.716101695,0.25,0.021186441,0.004237288,0,0,0,0,0,0,0,0.004237288,0.008474576,0,0.703389831,0.008474576,1,0,404,0.025
infighting,0,0,0,0.060606061,0.642,0,0.939393939,0,0,0.060606061,0,0,0,0,0,0,0,0,0.090909091,0,0.848484848,0,0,1,197,0
