Noun,A+N,F+N,all+N,O-Den,Bare Singular,Bare Plural,Non-Denumerators,a/an,number,digits,plural numeral,approximative,comparative,round numbers,imprecise quantifier,precise quantifier,non denumerating quantifier,measure,non quantificational,partitive,the,N/A,Celex_Countable,Celex_Uncountable,Noun Count,Plural Noun Percentage
stateliness,0.25,0,0,0,0.429,0,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,1,7,0
statement,0.455404384,0.01095994,0,0.107898715,0.064,0.188,0.412509448,0.449452003,0.03335223,0.027966742,0.000188964,0,0.000188964,9.45E-05,0.010676493,0.052815571,0.000188964,9.45E-05,0.117724868,0,0.294123205,0.012755102,1,1,18663,0.368
stateroom,0.230046948,0,0,0.23943662,0.042,0.077,0.483568075,0.225352113,0.215962441,0.018779343,0,0,0,0,0,0.014084507,0,0,0.004694836,0,0.474178404,0.042253521,1,0,367,0.319
states,0.001704962,0.00134811,0,0.004480482,0.001,0,0.991296763,0.001526536,0.00138776,0.002438492,0,0,0,5.95E-05,0.001288634,0.000832656,0,3.97E-05,0.000951607,0,0.990305505,0.001169683,0,0,58996,0
statesman,0.36969697,0.021212121,0,0.042424242,0.098,0.242,0.560606061,0.363636364,0.021212121,0.006060606,0,0,0,0,0.021212121,0.024242424,0,0,0.03030303,0,0.53030303,0.003030303,1,0,689,0.36
statesmanship,0,0,0,0,0.662,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,84,0
static,0,0,0,0,0.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
statics,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25,0
station,0.21737244,0.016053454,0.000173551,0.098923985,0.135,0.14,0.657931274,0.208608122,0.048247136,0.034623395,0.001995835,0.000347102,0.002603263,0.000173551,0.012495661,0.024123568,0,0.000173551,0.031412704,0,0.626345019,0.008503992,1,1,21266,0.251
stationer,0.357142857,0,0,0.142857143,0,0.19,0.5,0.357142857,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0.5,0,1,0,24,0.333
stationery,0.046511628,0,0,0,0.592,0,0.930232558,0.046511628,0,0,0,0,0,0,0,0,0,0,0.162790698,0,0.76744186,0.023255814,0,1,362,0
stationmaster,0.037037037,0,0,0,0,0.036,0.962962963,0.037037037,0,0,0,0,0,0,0,0,0,0,0,0,0.962962963,0,1,0,29,0.034
statistic,0.378912685,0,0,0.080724876,0.144,0,0.533772652,0.347611203,0.032948929,0.013179572,0,0,0,0,0,0.065897858,0,0,0.164744646,0,0.369028007,0.006589786,1,0,766,0
statistician,0.670454545,0.022727273,0,0.022727273,0.097,0.291,0.284090909,0.670454545,0.022727273,0,0,0,0,0,0.022727273,0,0,0,0,0,0.284090909,0,1,0,212,0.439
statistics,0.035688274,0.023306628,0,0.196649672,0.002,0,0.702112163,0.005098325,0.023306628,0.058994902,0.000728332,0,0,0,0.023306628,0.14420976,0,0,0.059723234,0,0.642388929,0.042243263,0,1,6552,0
statuary,0.076923077,0,0.038461538,0,0.539,0.014,0.884615385,0.076923077,0,0,0,0,0,0,0,0,0,0,0.230769231,0,0.653846154,0.038461538,0,1,147,0.02
statue,0.348031496,0.007480315,0,0.061417323,0.036,0.135,0.57992126,0.347244094,0.035433071,0.00511811,0.002362205,0,0.000393701,0.000393701,0.006692913,0.020866142,0.000393701,0,0.032677165,0,0.546456693,0.001574803,1,0,3563,0.306
statuette,0.3,0.04,0,0.15,0.044,0.257,0.5,0.3,0.08,0.03,0,0,0,0,0.04,0.04,0,0,0.06,0,0.43,0.01,1,0,185,0.53
stature,0.1352657,0,0,0.009661836,0.346,0.001,0.855072464,0.1352657,0,0.004830918,0,0,0,0,0,0.004830918,0,0,0.101449275,0,0.753623188,0,0,1,1023,0.004
status,0.127583109,0.000224618,0.001123091,0.014375562,0.382,0.003,0.853324349,0.124438455,0.005390836,0.007412399,0,0,0,0,0.000224618,0.004941599,0,0,0.048068284,0,0.805256065,0.004267745,0,1,19649,0.006
statute,0.192009784,0.01100693,0,0.052181003,0.056,0.226,0.726049735,0.189156135,0.013045251,0.008153282,0.000407664,0,0.000407664,0,0.010191602,0.033836119,0,0,0.052181003,0,0.673868732,0.018344884,1,1,3828,0.362
statute-book,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
stave,0,0,0,0.444444444,0.15,0.35,0.555555556,0,0.222222222,0.111111111,0,0,0,0,0,0.111111111,0,0,0.111111111,0,0.444444444,0,1,0,21,0.762
stay,0.561068702,0.009541985,0.001908397,0.082061069,0.492,0.073,0.326335878,0.546755725,0.032442748,0.041984733,0,0,0.000954198,0,0.008587786,0.026717557,0.000954198,0,0.04389313,0,0.28148855,0.016221374,1,1,4780,0.113
stay-at-home,0.666666667,0,0,0,0,0.5,0.333333333,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,1,0,12,0.333
stayer,1,0,0,0,0.056,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0.778
stead,0.25,0,0.125,0,0.482,0,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,222,0
steadfastness,0.176470588,0,0,0,0.226,0,0.823529412,0.176470588,0,0,0,0,0,0,0,0,0,0,0.117647059,0,0.705882353,0,0,1,63,0
steadiness,0.195121951,0,0,0,0.272,0,0.804878049,0.195121951,0,0,0,0,0,0,0,0,0,0,0.073170732,0,0.731707317,0,0,1,93,0
steady,0,0,0,0.285714286,0.755,0.094,0.285714286,0.142857143,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0.285714286,0.285714286,0,0,79,0.114
steak,0.403916769,0.011015912,0,0.104039168,0.331,0.208,0.47123623,0.378212974,0.040391677,0.063647491,0.00122399,0,0,0,0.011015912,0.028151775,0,0,0.05630355,0,0.41370869,0.006119951,1,1,3034,0.276
steal,0.571428571,0,0,0,0.571,0,0.428571429,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,30,0
stealth,0.25,0,0,0.022727273,0.559,0,0.727272727,0.25,0.022727273,0,0,0,0,0,0,0,0,0,0.045454545,0,0.681818182,0,0,1,531,0.002
steam,0.070103093,0,0.004123711,0.026804124,0.667,0.002,0.896907216,0.070103093,0.008247423,0.01443299,0,0,0,0,0,0.004123711,0,0,0.121649485,0,0.775257732,0.006185567,0,1,3177,0.003
steam-boiler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
steam-engine,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
steamboat,0.307692308,0.061538462,0,0.046153846,0.326,0.097,0.553846154,0.307692308,0.046153846,0,0,0,0.030769231,0,0.030769231,0,0,0,0.030769231,0,0.523076923,0.030769231,1,0,375,0.099
steamer,0.492307692,0.015384615,0,0.051282051,0.123,0.154,0.435897436,0.492307692,0.030769231,0,0.005128205,0,0,0,0.015384615,0.015384615,0,0,0.01025641,0,0.425641026,0.005128205,1,0,459,0.185
steamroller,0.4375,0,0,0.03125,0.245,0.061,0.53125,0.4375,0.03125,0,0,0,0,0,0,0,0,0,0.0625,0,0.46875,0,1,0,64,0.062
steamship,0.368421053,0,0.01754386,0.052631579,0.048,0.167,0.578947368,0.350877193,0.070175439,0,0,0,0,0,0,0,0,0,0.01754386,0,0.561403509,0,1,0,170,0.188
steed,0.354166667,0,0,0.020833333,0.588,0.033,0.520833333,0.333333333,0.041666667,0,0,0,0,0,0,0,0,0,0.083333333,0,0.4375,0.104166667,1,0,487,0.099
steel,0.203647416,0.001519757,0.021276596,0.044072948,0.636,0.008,0.696048632,0.193009119,0.030395137,0.013677812,0,0,0,0,0,0.012158055,0,0,0.092705167,0,0.603343465,0.053191489,0,1,8603,0.005
steelworker,0.512195122,0,0,0.097560976,0.048,0.381,0.341463415,0.512195122,0.048780488,0.024390244,0,0,0,0,0,0.024390244,0,0,0.048780488,0,0.292682927,0.048780488,1,0,87,0.632
steelworks,0.4,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,1,0,6,0
steelyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
steenbok,0.166666667,0,0,0,0,0.125,0.833333333,0.166666667,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0.666666667,0,1,0,8,0.125
steeple,0.344537815,0.008403361,0,0.042016807,0.041,0.142,0.596638655,0.344537815,0.025210084,0,0,0,0,0,0.008403361,0.016806723,0,0,0.008403361,0,0.588235294,0.008403361,1,0,214,0.285
steeplechase,0.142857143,0,0,0.238095238,0.3,0,0.619047619,0.142857143,0,0.238095238,0,0,0,0,0,0,0,0,0,0,0.619047619,0,1,0,53,0.019
steeplejack,1,0,0,0,0,0.333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0.333
steepness,0.041666667,0,0,0,0.225,0,0.958333333,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0.958333333,0,0,1,40,0
steer,0.25,0,0,0.25,0.52,0.2,0.5,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,30,0.167
steerage,0,0,0,0,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.9,0,1,1,62,0
steerageway,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
steering-wheel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0
steersman,0,0,0,0,0.167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0
stein,0.166666667,0.010416667,0,0.0625,0.745,0.016,0.635416667,0.166666667,0.010416667,0.03125,0,0,0.010416667,0,0,0.020833333,0,0,0.03125,0,0.604166667,0.125,1,0,1364,0.045
stele,0.5,0,0,0,0.143,0.143,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0.428571429,0,1,0,21,0.333
stem,0.23888183,0.001270648,0.005082592,0.034307497,0.324,0,0.714104193,0.228716645,0.008894536,0.01905972,0,0,0,0,0.001270648,0.016518424,0,0,0.013977128,0,0.700127065,0.011435832,1,0,3028,0
stench,0.157534247,0.001712329,0,0,0.064,0.012,0.839041096,0.157534247,0,0,0,0,0,0,0.001712329,0,0,0,0.025684932,0,0.813356164,0.001712329,1,0,691,0.02
stencil,0.371794872,0,0,0,0.077,0.32,0.628205128,0.371794872,0,0,0,0,0,0,0,0,0,0,0.012820513,0,0.615384615,0,1,0,203,0.419
stenographer,0.428571429,0,0,0.014285714,0.046,0.046,0.557142857,0.428571429,0.014285714,0,0,0,0,0,0,0,0,0,0.028571429,0,0.528571429,0,1,0,92,0.098
stenography,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,0
stentor,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
step,0.299166953,0.058356235,8.59E-05,0.199201305,0.088,0.174,0.431338028,0.238921333,0.120104775,0.057110958,0.000472346,0.000128822,0.001073514,0.000515287,0.055178633,0.090304019,0.000171762,0.001374098,0.047320508,0,0.382385778,0.004809344,1,0,33809,0.47
step-in,0,0,0,0,0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0.4
stepbrother,0.705882353,0,0,0.235294118,0.088,0,0.058823529,0.647058824,0.294117647,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,1,0,73,0.151
stepchild,0.617021277,0,0,0,0,0,0.382978723,0.617021277,0,0,0,0,0,0,0,0,0,0,0,0,0.382978723,0,1,0,56,0
stepdaughter,0.567567568,0,0,0.324324324,0.044,0,0.108108108,0.567567568,0.27027027,0.027027027,0,0,0,0,0,0.027027027,0,0,0,0,0.108108108,0,1,0,164,0.091
stepfather,0.474576271,0.016949153,0,0.016949153,0.031,0.02,0.491525424,0.474576271,0,0,0,0,0,0,0.016949153,0.016949153,0,0,0.050847458,0,0.440677966,0,1,0,714,0.035
steph,0.5,0,0,0,0.924,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,102,0
stepladder,0.694915254,0,0,0.033898305,0.06,0.015,0.271186441,0.694915254,0.033898305,0,0,0,0,0,0,0,0,0,0,0,0.254237288,0,1,0,72,0.097
stepmother,0.567901235,0,0,0.037037037,0.039,0.022,0.395061728,0.567901235,0.037037037,0,0,0,0,0,0,0,0,0,0.037037037,0,0.358024691,0,1,0,503,0.036
stepparent,0.459459459,0.027027027,0,0.027027027,0.011,0.308,0.486486486,0.405405405,0.081081081,0,0,0,0,0,0.027027027,0,0,0,0.027027027,0,0.459459459,0,1,0,98,0.551
steppe,0.027027027,0,0,0.013513514,0.09,0.037,0.959459459,0.027027027,0,0,0,0,0,0,0,0.013513514,0,0,0,0,0.959459459,0,1,0,213,0.432
stepping-stone,0.903225806,0,0,0.032258065,0.021,0.312,0.064516129,0.903225806,0,0,0,0,0,0,0,0.032258065,0,0,0,0,0.064516129,0,1,0,51,0.333
steps,0,0,0,1,0.818,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0
stepsister,0.424242424,0,0,0.121212121,0.077,0.077,0.454545455,0.393939394,0.121212121,0,0,0,0,0,0,0.03030303,0,0,0,0,0.454545455,0,1,0,82,0.256
stepson,0.581395349,0,0,0.255813953,0.049,0.006,0.162790698,0.558139535,0.255813953,0.023255814,0,0,0,0,0,0,0,0,0.023255814,0,0.139534884,0,1,0,167,0.12
stereo,0.25440806,0.002518892,0,0.022670025,0.204,0.082,0.712846348,0.251889169,0.007556675,0.012594458,0.002518892,0,0,0,0.002518892,0.002518892,0,0,0.025188917,0,0.687657431,0.007556675,1,0,1608,0.082
stereoscope,0.272727273,0,0,0,0.062,0,0.727272727,0.272727273,0,0,0,0,0,0,0,0,0,0,0,0,0.727272727,0,1,0,17,0.118
stereotype,0.160416667,0.01875,0,0.09375,0.054,0.451,0.727083333,0.151041667,0.020833333,0.001041667,0,0,0,0,0.01875,0.08125,0,0,0.077083333,0,0.65,0,1,1,2598,0.638
sterility,0.119047619,0,0,0,0.406,0,0.880952381,0.119047619,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0.833333333,0,0,1,150,0.013
sterilization,0.109090909,0.018181818,0,0.145454545,0.561,0.114,0.690909091,0.109090909,0.072727273,0.018181818,0,0,0.018181818,0,0,0.054545455,0,0,0.072727273,0,0.618181818,0.036363636,0,1,355,0.146
sterling,0.123076923,0.046153846,0,0.123076923,0.792,0,0.476923077,0.123076923,0,0.092307692,0,0.015384615,0,0.030769231,0,0.030769231,0,0,0.015384615,0,0.461538462,0.230769231,0,1,1270,0.001
stern,0.090909091,0,0,0.03030303,0.82,0.009,0.636363636,0.03030303,0.060606061,0.015151515,0,0,0,0,0,0.015151515,0,0,0.03030303,0,0.606060606,0.242424242,1,0,1339,0.015
sternness,0.2,0,0.2,0,0.481,0,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,1,27,0
sternum,0.219512195,0,0,0.024390244,0.064,0,0.756097561,0.219512195,0,0.024390244,0,0,0,0,0,0,0,0,0,0,0.756097561,0,1,0,156,0
sternwheeler,0.25,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,1,0,4,0
steroid,0.444444444,0.023809524,0,0.055555556,0.045,0.784,0.452380952,0.46031746,0.015873016,0.007936508,0,0,0.007936508,0,0.015873016,0.031746032,0,0.007936508,0.047619048,0,0.396825397,0.007936508,1,0,1556,0.62
stet,0,0,0,0,0.75,0.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,0.111
stethoscope,0.656716418,0,0,0.007462687,0.07,0.066,0.335820896,0.656716418,0.007462687,0,0,0,0,0,0,0,0,0,0,0,0.335820896,0,1,0,234,0.107
stetson,0.661016949,0,0,0.06779661,0.398,0.015,0.203389831,0.661016949,0,0.06779661,0,0,0,0,0,0,0,0,0.033898305,0,0.169491525,0.06779661,1,0,275,0.025
steve,0.111111111,0,0,0.055555556,0.841,0,0.37037037,0.074074074,0.037037037,0.037037037,0,0,0,0,0,0.018518519,0,0,0.092592593,0,0.277777778,0.462962963,0,0,9302,0
stevedore,0.434782609,0.086956522,0,0.043478261,0.022,0.261,0.391304348,0.47826087,0.043478261,0,0,0,0,0,0.086956522,0,0,0,0.043478261,0,0.347826087,0,1,0,50,0.6
stew,0.426987061,0.005545287,0,0.022181146,0.35,0.054,0.541589649,0.423290203,0.009242144,0.003696858,0,0,0,0,0.005545287,0.014787431,0,0,0.099815157,0,0.441774492,0.001848429,1,1,1413,0.132
steward,0.231372549,0.003921569,0,0.039215686,0.2,0.239,0.709803922,0.239215686,0.035294118,0,0.003921569,0,0,0,0.003921569,0,0,0,0.007843137,0,0.701960784,0.007843137,1,0,639,0.349
stewardess,0.215053763,0.010752688,0,0.069892473,0.088,0.108,0.704301075,0.204301075,0.032258065,0.02688172,0,0,0,0,0.010752688,0.021505376,0,0,0.005376344,0,0.698924731,0,1,0,279,0.204
stewardship,0.117647059,0,0,0,0.539,0.009,0.882352941,0.102941176,0.014705882,0,0,0,0,0,0,0,0,0,0.044117647,0,0.838235294,0,0,1,672,0.01
stick,0.526206178,0.01214856,0.000694203,0.074973967,0.16,0.166,0.372787227,0.476917737,0.037139882,0.065602221,0.000347102,0,0,0.001388407,0.010413051,0.021867407,0,0.000347102,0.026032628,0,0.345713294,0.013189865,1,1,5960,0.255
stick-in-the-mud,0,0.2,0,0,0,0.167,0.8,0,0,0,0,0,0,0,0.2,0,0,0,0.4,0,0.4,0,1,0,6,0.333
stick-up,0.625,0,0,0,0,0.2,0.125,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.25,1,0,14,0.214
sticker,0.492366412,0.011450382,0,0.089694656,0.076,0.355,0.38740458,0.492366412,0.032442748,0.009541985,0.007633588,0.001908397,0,0,0.009541985,0.049618321,0,0,0.049618321,0,0.33778626,0.009541985,1,0,1409,0.478
stickiness,0.129032258,0,0,0,0.458,0,0.870967742,0.129032258,0,0,0,0,0,0,0,0,0,0,0.064516129,0,0.806451613,0,0,1,77,0
sticking-plaster,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.5
stickleback,0.111111111,0.055555556,0,0.055555556,0.366,0.171,0.777777778,0.111111111,0,0,0,0,0,0,0.055555556,0.055555556,0,0,0,0,0.777777778,0,1,0,47,0.17
stickler,0.946236559,0,0,0,0.049,0.123,0.053763441,0.946236559,0,0,0,0,0,0,0,0,0,0,0.032258065,0,0.021505376,0,1,0,124,0.161
stickpin,0.714285714,0,0,0,0.125,0.125,0.285714286,0.714285714,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,1,0,16,0.188
sticks,0,0,0,0.333333333,0.2,0,0.666666667,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,11,0
stiff,0.369230769,0.015384615,0,0.123076923,0.407,0.125,0.476923077,0.369230769,0.046153846,0,0,0,0,0,0.015384615,0.076923077,0,0,0.153846154,0,0.323076923,0.015384615,0,0,222,0.203
stiffener,0.571428571,0,0,0,0.231,0.231,0.285714286,0.571428571,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0.142857143,0.142857143,1,0,13,0.308
stiffening,0.4,0,0,0.066666667,0.167,0,0.533333333,0.4,0,0,0,0,0,0,0,0.066666667,0,0,0.066666667,0,0.466666667,0,1,1,26,0
stiffness,0.117073171,0,0,0.009756098,0.447,0.007,0.868292683,0.117073171,0.004878049,0,0,0,0,0,0,0.004878049,0,0,0.068292683,0,0.8,0.004878049,0,1,665,0.02
stigma,0.222591362,0.003322259,0.00166113,0.018272425,0.254,0.019,0.752491694,0.220930233,0.004983389,0,0,0,0,0,0.003322259,0.014950166,0,0,0.068106312,0,0.684385382,0.003322259,1,0,1013,0.054
stigmata,0.071428571,0.035714286,0,0.035714286,0.448,0,0.857142857,0.071428571,0.035714286,0,0,0,0,0,0.035714286,0,0,0,0.107142857,0,0.75,0,0,0,58,0
stile,0.304347826,0,0,0.043478261,0.111,0.167,0.608695652,0.260869565,0.043478261,0,0,0,0,0,0,0.043478261,0,0,0,0,0.608695652,0.043478261,1,0,45,0.4
stiletto,0.339622642,0,0,0.037735849,0.072,0.38,0.622641509,0.339622642,0,0,0,0,0,0,0,0.037735849,0,0,0.018867925,0,0.509433962,0,1,0,271,0.52
still,0.032786885,0.016393443,0,0.163934426,0.268,0.492,0.770491803,0.032786885,0.032786885,0.049180328,0.016393443,0,0,0,0.016393443,0.06557377,0,0,0.114754098,0,0.655737705,0.016393443,1,0,591,0.426
still-life,0.75,0,0,0,0.095,0.143,0.25,0.75,0,0,0,0,0,0,0,0,0,0,0.125,0,0.125,0,1,1,48,0.208
stillbirth,0.25,0,0,0.416666667,0.294,0.162,0.333333333,0.25,0.166666667,0.166666667,0,0,0,0,0,0.083333333,0.083333333,0,0,0,0.25,0,1,0,72,0.333
stillness,0.25060241,0,0,0,0.278,0,0.74939759,0.25060241,0,0,0,0,0,0,0,0,0,0,0.036144578,0,0.713253012,0,0,1,724,0
stillroom,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0
stilt,0.128205128,0,0,0.179487179,0.013,0.765,0.692307692,0.128205128,0.076923077,0,0,0,0,0,0,0.102564103,0,0,0,0,0.666666667,0,1,0,284,0.764
stilton,0.75,0,0,0,0.545,0,0.25,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,1,43,0
stimulant,0.641666667,0.033333333,0,0.033333333,0.055,0.423,0.283333333,0.633333333,0.033333333,0,0,0,0,0,0.033333333,0.016666667,0,0,0.091666667,0,0.191666667,0,1,0,454,0.485
stimulation,0.077981651,0,0.004587156,0.02293578,0.728,0.004,0.894495413,0.077981651,0,0.013761468,0,0,0,0,0,0.009174312,0,0,0.142201835,0,0.752293578,0.004587156,0,1,1405,0.006
stimulus,0.28708134,0.005582137,0.000797448,0.06937799,0.089,0.394,0.62599681,0.283891547,0.027113238,0.011961722,0,0,0,0,0.005582137,0.036682616,0,0.000797448,0.051834131,0,0.56937799,0.00877193,1,0,3934,0.42
sting,0.19348659,0.003831418,0,0.013409962,0.2,0.054,0.783524904,0.187739464,0.013409962,0.001915709,0,0,0,0.001915709,0.001915709,0.005747126,0,0,0.034482759,0,0.749042146,0.003831418,1,1,1003,0.082
stinger,0.328125,0,0,0.046875,0.097,0.179,0.625,0.328125,0.015625,0.015625,0,0,0,0,0,0.015625,0,0,0.015625,0,0.609375,0,1,0,168,0.226
stinginess,0,0,0,0,0.385,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27,0
stingo,0,0,0,0,0.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0
stingray,0.730769231,0,0,0,0.247,0.216,0.269230769,0.692307692,0,0.038461538,0,0,0,0,0,0,0,0,0.038461538,0,0.230769231,0,1,0,114,0.386
stink,0.083333333,0,0,0.083333333,0.152,0.303,0.75,0.166666667,0.083333333,0,0,0,0,0,0,0,0,0,0.166666667,0,0.583333333,0,1,0,37,0.703
stinker,0.541666667,0,0,0.125,0.395,0.148,0.333333333,0.541666667,0.041666667,0,0,0,0,0,0,0.083333333,0,0,0.083333333,0,0.25,0,1,0,82,0.195
stint,0.827464789,0.014084507,0,0.080985915,0.034,0.166,0.059859155,0.822183099,0.070422535,0.001760563,0,0,0,0,0.014084507,0.01584507,0.001760563,0,0.017605634,0,0.040492958,0.01584507,1,1,1093,0.232
stipend,0.679324895,0.008438819,0,0.021097046,0.031,0.201,0.286919831,0.679324895,0.004219409,0,0,0,0,0,0.008438819,0.016877637,0,0.004219409,0.012658228,0,0.270042194,0.004219409,1,0,399,0.308
stipulation,0.209424084,0.031413613,0,0.073298429,0.05,0.244,0.685863874,0.136125654,0.089005236,0.010471204,0,0,0,0,0.031413613,0.047120419,0,0,0.089005236,0,0.596858639,0,1,1,304,0.484
stir,0.2,0,0,0.8,0.629,0,0,0.1,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
stirrer,0.608695652,0,0,0.043478261,0.075,0.25,0.347826087,0.608695652,0.043478261,0,0,0,0,0,0,0,0,0,0.043478261,0,0.304347826,0,1,0,40,0.4
stirrup,0.216666667,0,0,0.033333333,0.043,0.138,0.75,0.208333333,0.016666667,0.008333333,0,0,0,0,0,0.016666667,0,0,0,0,0.75,0,1,0,202,0.47
stitch,0.253481894,0.080779944,0,0.306406685,0.053,0.324,0.328690808,0.253481894,0.144846797,0.08913649,0.002785515,0,0.008356546,0.005571031,0.066852368,0.077994429,0,0,0.044568245,0,0.284122563,0.022284123,1,1,687,0.713
stoat,0.25,0,0,0.083333333,0,0.318,0.666666667,0.25,0,0,0.083333333,0,0,0,0,0,0,0,0.166666667,0,0.5,0,1,0,26,0.5
stock,0.160728424,0.030614938,0.002375297,0.087358142,0.27,0.28,0.699656902,0.149379784,0.02955925,0.038796516,0.000791766,0.000263922,0.000791766,0.000527844,0.028503563,0.032198469,0,0.001319609,0.077065189,0,0.621272103,0.019530219,1,1,20007,0.249
stock-in-trade,0.166666667,0,0,0,0.19,0,0.833333333,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,0,0,1,22,0
stockade,0.220588235,0,0,0.029411765,0.06,0.084,0.75,0.220588235,0.014705882,0,0,0,0,0,0,0.014705882,0,0,0.014705882,0,0.735294118,0,1,0,95,0.147
stockbroker,0.866666667,0,0,0,0.049,0.16,0.12,0.86,0.006666667,0,0,0,0,0,0,0,0,0,0,0,0.12,0.013333333,1,0,274,0.223
stockcar,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
stockfish,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0
stockholder,0.235294118,0.078431373,0,0.068627451,0.008,0.444,0.529411765,0.294117647,0.029411765,0.029411765,0,0,0,0,0.078431373,0.019607843,0,0,0.029411765,0,0.5,0.019607843,1,0,398,0.779
stockiness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
stocking,0.012195122,0.012195122,0,0.195121951,0.02,0.443,0.768292683,0.024390244,0.085365854,0.036585366,0,0,0,0,0.012195122,0.073170732,0,0,0.036585366,0,0.536585366,0,1,0,664,0.956
stockist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
stockjobber,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
stockman,0.272727273,0,0,0.090909091,0.71,0.032,0.545454545,0.272727273,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0.545454545,0.090909091,1,0,99,0.051
stockpile,0.286713287,0,0,0.062937063,0.016,0.309,0.65034965,0.286713287,0.027972028,0.006993007,0,0,0,0,0,0.027972028,0,0,0.020979021,0,0.629370629,0,1,0,398,0.49
stockpot,0.85106383,0,0,0.042553191,0.194,0,0.106382979,0.85106383,0,0.042553191,0,0,0,0,0,0,0,0,0,0,0.106382979,0,1,0,74,0.041
stockroom,0.02,0,0,0,0.017,0.017,0.98,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,1,0,66,0.045
stocktaking,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
